"","sex","age","race","hispanic_origin","citizenship","nativity","marital","family_size","children","education_level","english_level","salary","hours_worked","weeks_worked","occupation","industry","economic_region"
"2148","male",19,"white","yes",1,"native","never married",1,-1,18,1,22000,45,49,"53-3030","928110P4","Southeast"
"2149","female",29,"asian","no",4,"foreign-born","never married",1,0,23,1,10000,55,49,"29-1041","622M","Far West"
"2150","female",51,"AIAN","yes",1,"native","married",4,0,22,0,70000,40,49,"25-4022","6111","Rocky Mountain"
"2151","female",40,"white","no",1,"native","married",2,0,22,0,80000,55,49,"25-2020","6111","Mideast"
"2152","male",19,"black","no",1,"native","never married",1,-1,16,0,19700,40,49,"55-3010","928110P3","Far West"
"2153","female",53,"white","no",1,"native","never married",2,0,16,0,30000,40,49,"37-201X","621M","Mideast"
"2154","male",39,"other","yes",1,"native","married",2,0,21,1,72000,30,26,"25-2020","6111","Far West"
"2155","female",25,"mix","no",1,"native","never married",1,0,20,0,40000,40,49,"55-2010","928110P2","Rocky Mountain"
"2156","female",51,"white","yes",3,"native","married",3,0,22,0,49000,45,39,"25-2050","6111","Southeast"
"2157","female",62,"white","no",1,"native","married",2,0,16,0,22500,40,49,"43-9061","92113","Plains"
"2158","female",23,"other","yes",1,"native","married",4,0,20,0,4500,32,0,"25-9040","6111","Far West"
"2159","female",40,"white","no",1,"native","married",5,3,21,0,44600,40,26,"25-2020","6111","Great Lakes"
"2160","male",42,"black","no",1,"native","never married",2,0,14,0,18400,32,49,"37-201X","9211MP","Rocky Mountain"
"2161","male",59,"white","no",1,"native","married",5,0,16,0,50000,40,49,"53-3051","6111","Mideast"
"2162","male",38,"white","no",1,"native","married",4,2,21,0,65000,40,49,"33-909X","712","Plains"
"2163","female",31,"white","no",1,"native","married",4,2,22,0,47000,40,49,"25-2020","6111","Great Lakes"
"2164","female",63,"white","yes",4,"foreign-born","married",3,0,21,2,42000,40,49,"37-201X","6111","Far West"
"2165","male",23,"white","no",1,"native","never married",1,0,21,0,35000,32,39,"19-3051","92M1","Far West"
"2166","male",56,"white","no",1,"native","never married",5,0,16,0,42000,40,49,"37-3011","23","Far West"
"2167","male",29,"white","no",1,"native","married",2,0,19,0,58000,40,49,"51-8031","2213M","Far West"
"2168","female",51,"white","yes",1,"native","married",2,0,22,0,60000,40,39,"21-1012","6111","Great Lakes"
"2169","female",19,"white","yes",1,"native","never married",1,0,19,0,20000,40,49,"35-2021","622M","Great Lakes"
"2170","female",43,"white","no",1,"native","married",6,2,19,0,25000,20,47,"53-3051","6111","Rocky Mountain"
"2171","male",28,"mix","no",1,"native","married",2,0,22,0,22100,50,49,"25-1000","611M1","Rocky Mountain"
"2172","female",47,"white","no",1,"native","married",2,0,18,0,12000,40,49,"25-2020","6111","Southeast"
"2173","female",61,"white","yes",2,"native","never married",1,0,19,2,35000,40,49,"13-2020","92113","Southeast"
"2174","male",19,"white","no",1,"native","never married",1,-1,18,0,6500,20,49,"55-3010","928110P1","Southeast"
"2175","female",44,"white","no",5,"foreign-born","never married",1,0,16,1,27000,40,49,"43-6014","928P","New England"
"2176","male",47,"white","no",1,"native","married",4,1,22,0,135000,45,49,"13-1070","928P","Far West"
"2177","female",60,"white","no",1,"native","widowed",1,0,19,0,40000,40,49,"11-3031","9211MP","Rocky Mountain"
"2178","female",50,"white","no",1,"native","married",5,1,16,0,23300,40,49,"25-9040","6111","Far West"
"2179","female",30,"white","no",1,"native","married",4,2,21,0,43000,50,49,"25-2020","6111","Mideast"
"2180","female",55,"white","no",1,"native","married",4,1,16,0,9100,20,49,"43-3021","923","Southeast"
"2181","male",59,"white","no",1,"native","married",2,0,23,0,34600,40,49,"53-3051","6111","Great Lakes"
"2182","male",52,"mix","no",1,"native","divorced",3,0,16,0,39100,40,49,"47-2152","2213M","Southeast"
"2183","male",24,"white","yes",1,"native","never married",1,0,21,1,35700,40,49,"19-40YY","5417","Rocky Mountain"
"2184","female",47,"white","yes",1,"native","married",3,0,22,0,20000,30,49,"43-5053","491","Rocky Mountain"
"2185","female",61,"white","no",1,"native","married",3,0,21,0,62000,70,49,"25-2020","6111","Southeast"
"2186","female",60,"white","no",1,"native","divorced",1,0,22,0,64000,40,49,"25-4022","51912","Plains"
"2187","female",20,"white","no",1,"native","never married",1,0,20,0,17700,20,49,"25-3041","611M1","Far West"
"2188","female",64,"black","no",1,"native","divorced",1,0,21,0,41000,24,49,"15-1299","928P","Mideast"
"2189","male",58,"white","no",1,"native","married",4,2,16,0,50000,40,49,"53-7081","488","Great Lakes"
"2190","male",31,"white","no",1,"native","married",4,2,21,0,72000,40,49,"11-9021","23","Southeast"
"2191","male",39,"white","no",1,"native","married",4,2,24,0,38700,40,49,"25-1000","611M1","Great Lakes"
"2192","male",39,"white","no",1,"native","married",6,2,22,0,1e+05,50,49,"15-1212","611M1","Mideast"
"2193","male",63,"white","no",1,"native","married",3,0,21,0,26200,20,49,"21-1029","923","Plains"
"2194","female",45,"white","yes",4,"foreign-born","married",3,0,21,1,18000,35,49,"31-1122","923","Far West"
"2195","female",28,"white","no",1,"native","never married",1,0,22,0,55000,45,49,"25-2030","6111","Southeast"
"2196","male",58,"white","no",1,"native","married",3,0,22,0,70000,40,49,"25-2020","6111","Rocky Mountain"
"2197","female",26,"white","no",1,"native","never married",1,0,21,0,50000,40,49,"27-3031","92119","Mideast"
"2198","male",43,"white","no",1,"native","married",4,2,18,0,28200,40,49,"37-201X","712","Mideast"
"2199","male",63,"black","no",1,"native","married",2,0,20,0,50000,50,49,"25-1000","611M1","Southeast"
"2200","male",58,"white","no",1,"native","married",2,0,22,0,110000,50,49,"11-3012","488","Plains"
"2201","female",38,"white","no",1,"native","never married",2,0,15,0,35500,40,49,"13-1070","623M","Southeast"
"2202","female",53,"white","no",1,"native","married",2,0,19,0,22000,40,26,"43-6014","9211MP","Mideast"
"2203","female",55,"white","no",1,"native","married",3,0,18,0,53000,40,47,"43-6014","6111","New England"
"2204","female",26,"white","yes",1,"native","married",4,2,19,1,18000,40,49,"31-909X","92MP","Far West"
"2205","female",51,"white","no",1,"native","married",2,0,21,0,55000,38,49,"13-2011","923","Plains"
"2206","female",57,"white","no",1,"native","married",6,0,17,0,29000,40,39,"43-6014","6111","Southeast"
"2207","female",23,"white","no",1,"native","never married",1,0,21,0,31000,45,49,"25-2020","6111","Plains"
"2208","female",39,"black","no",1,"native","married",5,2,22,0,61000,40,49,"25-2020","6111","Southeast"
"2209","male",29,"white","no",1,"native","never married",3,0,16,0,11500,28,49,"53-7062","44511","Rocky Mountain"
"2210","female",58,"white","no",1,"native","married",2,0,19,0,34500,40,49,"43-6014","6111","Mideast"
"2211","female",32,"white","no",1,"native","married",2,0,21,0,45000,40,49,"25-2020","6111","Rocky Mountain"
"2212","male",39,"black","no",1,"native","never married",3,0,16,0,18000,50,49,"37-201X","6111","Mideast"
"2213","female",47,"black","no",1,"native","divorced",2,1,22,0,75000,40,49,"13-1161","6111","Southeast"
"2214","female",52,"white","no",1,"native","married",3,0,16,0,48000,40,49,"43-4051","92M2","Southeast"
"2215","female",47,"white","yes",4,"foreign-born","married",7,3,20,2,8000,14,49,"31-1122","6241","Far West"
"2216","male",38,"white","no",1,"native","married",2,0,21,0,120000,45,49,"55-2010","928110P3","Southeast"
"2217","female",46,"white","no",1,"native","married",3,1,23,0,71000,40,49,"23-10XX","92MP","Southeast"
"2218","female",40,"white","no",1,"native","divorced",1,0,16,0,28000,50,49,"43-6014","9211MP","Southeast"
"2219","male",29,"asian","no",1,"native","married",3,1,19,0,24000,40,49,"15-1212","928110P2","Plains"
"2220","female",53,"black","no",1,"native","married",3,1,21,0,45000,40,49,"25-9040","6111","Southeast"
"2221","female",37,"white","no",1,"native","married",2,0,22,0,47000,50,49,"25-2020","6111","Southeast"
"2222","male",48,"white","no",1,"native","married",3,1,16,0,60000,40,49,"11-91XX","22132","Southeast"
"2223","male",55,"white","no",1,"native","divorced",1,0,16,0,48000,40,49,"53-3030","6111","Mideast"
"2224","male",32,"white","yes",1,"native","never married",1,0,22,1,80000,40,49,"11-91XX","92M2","Mideast"
"2225","male",56,"white","no",1,"native","married",2,0,20,0,38000,40,49,"11-1021","22132","Southeast"
"2226","female",24,"white","no",1,"native","married",4,2,19,0,32700,40,49,"43-4051","54194","Southeast"
"2227","male",49,"white","no",1,"native","married",3,1,23,0,110000,45,49,"25-2020","6111","Mideast"
"2228","male",49,"white","no",1,"native","married",4,2,17,0,79000,52,49,"33-2011","92MP","Great Lakes"
"2229","male",60,"white","no",1,"native","married",2,0,21,0,150000,40,49,"17-21YY","221MP","Rocky Mountain"
"2230","female",58,"white","no",1,"native","widowed",2,0,20,0,800,35,49,"29-1141","6231","Great Lakes"
"2231","female",55,"white","no",1,"native","married",2,0,19,0,46000,40,49,"13-1199","611M1","Southeast"
"2232","female",29,"white","no",1,"native","married",5,3,20,0,25000,40,49,"43-6014","9211MP","Southeast"
"2233","female",39,"black","no",1,"native","separated",2,1,21,0,20000,40,49,"25-2050","6111","Southeast"
"2234","female",61,"white","no",1,"native","married",1,0,21,0,101000,50,49,"29-1141","622M","Far West"
"2235","male",43,"black","no",1,"native","never married",1,0,20,0,18000,20,49,"33-9030","5616","Southeast"
"2236","female",46,"white","no",1,"native","married",2,0,22,0,57000,38,49,"25-2030","6111","Southeast"
"2237","female",37,"white","no",1,"native","married",3,1,22,0,65000,35,39,"25-2020","6111","New England"
"2238","female",41,"white","no",1,"native","married",7,3,19,0,24000,35,49,"39-9031","6241","Mideast"
"2239","female",52,"white","yes",2,"native","divorced",2,0,19,1,32000,40,39,"31-1131","622M","Mideast"
"2240","female",52,"white","no",4,"foreign-born","married",3,1,22,0,2400,1,26,"25-2030","6111","Great Lakes"
"2241","female",35,"white","no",1,"native","married",3,1,22,0,99000,40,49,"11-91XX","92M1","Mideast"
"2242","male",55,"asian","no",1,"native","never married",2,0,21,0,33200,40,47,"13-2081","92113","Far West"
"2243","female",53,"white","no",5,"foreign-born","never married",1,0,24,0,35000,70,47,"25-1000","611M1","Southeast"
"2244","female",56,"white","no",1,"native","married",2,0,19,0,120000,40,49,"11-91XX","622M","Southeast"
"2245","male",20,"white","no",1,"native","never married",1,-1,19,0,12000,4,39,"11-9030","611M1","New England"
"2246","female",57,"white","no",1,"native","never married",2,0,18,0,80000,40,49,"25-1000","611M1","Southeast"
"2247","male",39,"white","no",1,"native","married",4,2,24,0,98000,55,49,"25-2030","6111","Great Lakes"
"2248","female",26,"AIAN","no",1,"native","never married",4,0,19,0,30000,33,49,"11-91XX","9211MP","Far West"
"2249","female",53,"white","yes",1,"native","married",4,1,22,0,110000,40,49,"11-91XX","923","Rocky Mountain"
"2250","female",44,"white","no",1,"native","divorced",1,0,20,0,39000,40,49,"11-91XX","92MP","Southeast"
"2251","female",48,"white","no",1,"native","married",2,0,22,0,60000,55,47,"25-2020","6111","Southeast"
"2252","female",47,"white","no",1,"native","married",2,0,21,0,87000,40,49,"19-40YY","928P","Southwest"
"2253","male",36,"asian","no",4,"foreign-born","married",2,0,21,0,66000,38,49,"43-4061","6241","Far West"
"2254","female",63,"white","no",1,"native","divorced",1,0,15,0,50000,40,49,"43-5053","491","Rocky Mountain"
"2255","female",57,"white","no",1,"native","married",3,0,22,0,90000,35,49,"25-2020","6111","Mideast"
"2256","female",42,"mix","no",1,"native","married",4,2,22,0,57000,40,49,"13-1070","611M1","Far West"
"2257","male",49,"black","no",1,"native","married",4,2,21,0,70000,50,49,"43-3031","6241","Great Lakes"
"2258","male",33,"white","no",1,"native","married",2,0,22,0,32000,40,49,"25-4022","51912","Great Lakes"
"2259","male",53,"white","no",1,"native","married",4,2,22,0,65000,40,49,"25-2020","6111","Plains"
"2260","male",63,"black","no",1,"native","never married",1,0,21,0,50000,40,49,"21-1019","92MP","Southeast"
"2261","male",61,"white","no",1,"native","married",2,0,22,0,117000,45,49,"17-21YY","611M1","Southeast"
"2262","male",39,"white","no",1,"native","married",5,3,16,0,52000,45,49,"17-302X","9211MP","Great Lakes"
"2263","female",49,"asian","no",1,"native","married",2,0,22,0,67000,40,49,"25-4022","51912","Far West"
"2264","female",47,"white","no",1,"native","married",3,1,18,0,41000,40,49,"11-9141","92M1","Southeast"
"2265","female",44,"white","no",1,"native","married",4,2,22,0,45000,40,39,"25-90XX","6111","Rocky Mountain"
"2266","male",27,"white","yes",1,"native","never married",3,0,19,1,30000,32,49,"37-201X","9211MP","Far West"
"2267","female",51,"white","no",1,"native","married",3,0,21,0,80000,32,49,"13-2011","92113","Southeast"
"2268","female",24,"white","no",1,"native","married",2,0,22,0,48000,40,39,"25-2020","6111","Mideast"
"2269","female",54,"black","no",1,"native","married",2,0,19,0,91000,40,49,"29-1126","622M","Far West"
"2270","female",48,"white","no",1,"native","married",2,0,22,0,65000,40,49,"21-1021","6111","Plains"
"2271","female",57,"white","no",1,"native","married",5,0,16,0,58000,40,49,"43-9061","6111","Mideast"
"2272","male",29,"white","no",1,"native","never married",2,0,19,0,130000,50,49,"33-3050","92MP","Mideast"
"2273","female",57,"white","no",1,"native","married",4,0,19,0,22700,45,26,"43-6014","6111","Great Lakes"
"2274","male",36,"white","no",1,"native","divorced",1,0,18,0,60000,40,49,"33-3050","92MP","Far West"
"2275","male",56,"white","no",1,"native","married",3,1,22,0,145000,40,49,"15-1252","928P","Southeast"
"2276","male",48,"white","no",1,"native","married",4,0,18,0,58000,40,49,"33-3012","92MP","Far West"
"2277","male",46,"white","no",1,"native","married",2,0,14,0,45000,40,49,"37-201X","6111","New England"
"2278","female",25,"white","no",1,"native","married",2,0,18,0,20000,40,49,"53-3052","485M","Southeast"
"2279","female",45,"white","no",1,"native","married",2,0,19,0,12000,35,49,"25-9040","6111","Southeast"
"2280","male",23,"white","no",1,"native","never married",1,0,16,0,48000,40,49,"33-9030","928P","Plains"
"2281","female",57,"white","no",1,"native","married",3,0,22,0,90000,40,49,"25-2020","6111","Far West"
"2282","male",41,"white","no",1,"native","married",4,1,18,0,40000,40,49,"51-91XX","9211MP","Far West"
"2283","female",46,"black","no",1,"native","married",3,1,22,0,57000,35,39,"25-2020","6111","Mideast"
"2284","male",59,"white","yes",4,"foreign-born","married",6,1,16,1,84000,48,49,"53-3030","562","Far West"
"2285","female",56,"black","no",1,"native","divorced",1,0,20,0,20000,40,49,"31-1122","623M","Southeast"
"2286","male",61,"white","no",1,"native","married",2,0,20,0,45000,40,49,"49-1011","92MP","Southeast"
"2287","male",23,"other","yes",1,"native","never married",1,-1,16,0,18000,73,49,"55-3010","928110P3","Far West"
"2288","female",47,"black","no",1,"native","divorced",2,0,17,0,26000,40,49,"53-3030","6243","Southeast"
"2289","female",26,"white","no",1,"native","never married",1,0,21,0,53000,50,49,"25-2030","6111","Mideast"
"2290","female",31,"white","yes",1,"native","married",5,3,21,0,1500,4,49,"39-9011","9211MP","Rocky Mountain"
"2291","male",27,"white","no",1,"native","married",2,0,19,0,46000,50,49,"49-2011","5415","Great Lakes"
"2292","female",43,"white","no",1,"native","married",4,1,18,0,780,6,49,"11-91XX","9211MP","Southeast"
"2293","male",28,"white","no",1,"native","never married",3,0,22,0,88000,40,49,"17-2141","928P","Southeast"
"2294","female",62,"black","no",1,"native","never married",2,0,15,0,52000,40,49,"11-9030","611M1","Southeast"
"2295","female",36,"black","no",1,"native","never married",2,1,19,0,56000,30,49,"43-5052","491","Southeast"
"2296","female",47,"white","no",1,"native","married",2,0,19,0,61000,40,49,"11-1021","928P","Rocky Mountain"
"2297","male",48,"white","no",1,"native","married",2,0,16,0,30000,40,49,"51-8031","23","Southeast"
"2298","female",62,"black","no",1,"native","separated",2,0,19,0,460,22,49,"35-3041","6111","Mideast"
"2299","female",28,"asian","no",1,"native","never married",3,0,22,0,62000,60,49,"21-1012","6111","Southeast"
"2300","female",43,"white","no",1,"native","married",3,1,20,0,42000,40,49,"13-20XX","92MP","Great Lakes"
"2301","female",43,"white","yes",1,"native","married",4,2,21,0,63000,38,49,"25-2020","6111","Southeast"
"2302","female",30,"white","yes",1,"native","never married",2,1,22,1,60000,40,49,"21-1029","923","Rocky Mountain"
"2303","female",29,"white","yes",1,"native","married",4,2,16,1,25000,44,49,"43-5052","491","Far West"
"2304","male",60,"asian","no",1,"native","divorced",1,0,19,0,50000,40,49,"47-2152","23","Far West"
"2305","female",58,"white","no",1,"native","married",2,0,16,0,44000,40,49,"11-9141","92M1","Rocky Mountain"
"2306","female",64,"white","no",1,"native","married",2,0,16,0,7200,20,39,"43-4051","713Z","Southeast"
"2307","female",55,"white","no",1,"native","married",4,0,18,0,39000,40,49,"43-6014","6111","Southeast"
"2308","female",36,"white","no",1,"native","married",3,1,22,0,20000,20,49,"25-4022","51912","New England"
"2309","male",54,"white","no",1,"native","married",2,0,16,0,65000,40,49,"47-2152","23","Mideast"
"2310","female",61,"white","no",1,"native","never married",1,0,21,0,66000,40,49,"15-1299","2213M","Rocky Mountain"
"2311","male",41,"white","no",1,"native","married",4,2,20,0,48000,40,49,"41-3091","491","Southeast"
